label,balanced_sms
ham,ok gentleman treat dignity respect
ham,please dont say like hi hi hi
spam,filthy stories girls waiting
spam,urgent mobile number awarded ukp2000 prize guaranteed call 09061790125 landline claim 3030 valid 12hrs 150ppm
spam,private 2003 account statement 07808 xxxxxx shows 800 unredeemed points call 08719899217 identifier code 41685 expires 071104
spam,warner village 83118 c colin farrell swat wkend warner village get 1 free med popcornjust show msgticketkioskvalid 4712 c tc kiosk reply sony 4 mre film offers
ham,shes good r u working
ham,b going esplanade fr home
spam,tried call reply sms video mobile 750 mins unlimited text free camcorder reply call 08000930705 del thurs
ham,neva tell noe im home da aft wat
ham,haf u found feel stupid da v cam working
ham,good afternoon sexy buns goes job search wake first thought always love wish fine happy know adore
ham,sounds gd haha wah u yan jiu fast liao
spam,txt call 86888 claim reward 3 hours talk time use phone subscribe6gbpmnth inc 3hrs 16 stoptxtstop wwwgambtv
spam,want latest video handset 750 anytime network mins half price line rental reply call 08000930705 delivery tomorrow
ham,whats staff name taking class us
spam,win year supply cds 4 store ur choice worth 500 enter 100 weekly draw txt music 87066 tscs wwwldewcomsubs161win150ppmx3
ham,yagoing restaurant
spam,3 received mobile content enjoy
spam,hard live 121 chat 60pmin choose girl connect live call 09094646899 cheap chat uks biggest live service vu bcm1896wc1n3xx
ham,one small prestige problem
ham,unless situation go gurl would appropriate
spam,registered optin subscriber ur draw 4 100 gift voucher entered receipt correct ans 80062 whats no1 bbc charts
spam,free messagethanks using auction subscription service 18 150pmsgrcvd 2 skip auction txt 2 unsubscribe txt stop customercare 08718726270
ham,im turning phone moms telling everyone cancer sister wont stop calling hurts talk cant put see u u get home love u
ham,sorry mail
ham,ready call
spam,1 new message please call 08712400200
spam,collect valentines weekend paris inc flight hotel 200 prize guaranteed text paris 69101 wwwrtfsphostingcom
ham,oh yes speak txt 2 u hmm u get email
ham,dude saw parked car sunroof popped sux
spam,six chances win cash 100 20000 pounds txt csh11 send 87575 cost 150pday 6days 16 tsandcs apply reply hl 4 info
spam,ur chance win 250 cash every wk txt action 80608 tscs wwwmovietriviatv custcare 08712405022 1x150pwk
ham,wow didnt think common take back ur freak unless u chop
spam,shop till u drop either 10k 5k 500 cash 100 travel voucher call 09064011000 ntt po box cr01327bt fixedline cost 150ppm mobile vary
ham,whats bruv hope great break rewarding semester
ham,wot u 2 j
spam,gr8 new service live sex video chat mob see sexiest dirtiest girls live ur phone 4 details text horny 89070 cancel send stop 89070
ham,mind ask happened dont say uncomfortable
ham,bill letters im expecting one orange isnt bill may still say orange
spam,camera awarded sipix digital camera call 09061221066 fromm landline delivery within 28 days
ham,come mu sorting narcotics situation
spam,xclusiveclubsaisai 2morow 285 soiree speciale zouk nichols parisfree roses 2 ladies info 0794674629107880867867
ham,surly ill give coming review
spam,urgent trying contact u todays draw shows 2000 prize guaranteed call 09058094507 land line claim 3030 valid 12hrs
spam,1 polyphonic tone 4 ur mob every week txt pt2 87575 1st tone free get txtin tell ur friends 150ptone 16 reply hl 4info
spam,reply win 100 weekly professional sport tiger woods play send stop 87239 end service
ham,released vday shirts u put makes bottom half naked instead white underwear
spam,cmon babe make horny turn txt fantasy babe im hot sticky need replies cost 150 2 cancel send stop
spam,u subscribed best mobile content service uk 3 per 10 days send stop 82324 helpline 08706091795
ham,gods love limit gods grace measure gods power boundaries may u gods endless blessings always ur life gud ni8
ham,hi good mornin thanku wish u
ham,u r much close heart u go away shattered plz stay
ham,project w frens lor
ham,much torch 9ja
spam,id like tell deepest darkest fantasies call 09094646631 60pmin stop texts call 08712460324 nat rate
spam,congratulations ur awarded either 500 cd gift vouchers free entry 2 100 weekly draw txt music 87066 tncs wwwldewcom 1 win150ppmx3age16
spam,congrats nokia 3650 video camera phone call 09066382422 calls cost 150ppm ave call 3mins vary mobiles 16 close 300603 post bcm4284 ldn wc1n3xx
spam,weeks savamob member offers accessible call 08709501522 details savamob pobox 139 la3 2wu 150week savamob offers mobile
spam,dont b floppy b snappy happy gay chat service photo upload call 08718730666 10pmin 2 stop texts call 08712460324
ham,ok da already planned wil pick
spam,youve tkts euro2004 cup final 800 cash collect call 09058099801 b4190604 pobox 7876150ppm
spam,fantasy football back tv go sky gamestar sky active play 250k dream team scoring starts saturday register nowsky opt 88088
ham,ard 530 lor ok message lor
spam,u secret admirer looking 2 make contact ufind rreveal thinks ur specialcall 09065171142stopsms08718727870150ppm
spam,free msg single find partner area 1000s real people waiting chat nowsend chat 62220cncl send stopcs 08717890890150 per msg
spam,important information 4 orange user today lucky day2find log onto httpwwwurawinnercom theres fantastic surprise awaiting
ham,ltgt mca conform
ham,ok pa nothing problem
ham,get chicken broth want ramen unless theres dont know
spam,wan2 win meetgreet westlife 4 u m8 currently tour 1unbreakable 2untamed 3unkempt text 12 3 83049 cost 50p std text
spam,registered subscriber yr draw 4 100 gift voucher b entered receipt correct ans next olympics txt ans 80062
ham,tired special
ham,theres ring comes guys costumes gift future yowifes hint hint
spam,please call amanda regard renewing upgrading current tmobile handset free charge offer ends today tel 0845 021 3680 subject ts cs
spam,mila age23 blonde new uk look sex uk guys u like fun text mtalk 6986618 30pptxt 1st 5free 150 increments help08718728876
spam,chosen receive 350 award pls call claim number 09066364311 collect award selected receive valued mobile customer
spam,74355 xmas iscoming ur awarded either 500 cd gift vouchers free entry 2 r 100 weekly draw txt music 87066 tnc
spam,customer service announcement recently tried make delivery unable please call 07099833605 reschedule ref9280114
spam,call germany 1 pence per minute call fixed line via access number 0844 861 85 85 prepayment direct access
ham,haha friend tyler literally asked could get dubsack
spam,urgent please call 09061743811 landline abta complimentary 4 tenerife holiday 5000 cash await collection sae tcs box 326 cw25wx 150ppm
ham,playng 9 doors game gt racing phone lol
ham,lol ok ill try send warned sprint dead slow youll prolly get tomorrow
ham,needs stop going bed make fucking dealing
spam,8007 free 1st week no1 nokia tone 4 ur mob every week txt nokia 8007 get txting tell ur mates wwwgetzedcouk pobox 36504 w4 5wq norm 150ptone 16
spam,2004 account 07xxxxxxxxx shows 786 unredeemed points claim call 08719181259 identifier code xxxxx expires 260305
spam,congratulations thanks good friend u 2000 xmas prize 2 claim easy call 08718726978 10p per minute btnationalrate
ham,hi please get ltgt dollar loan ill pay back mid february pls
spam,splashmobile choose 1000s gr8 tones wk subscrition service weekly tones costing 300p u one credit kick back enjoy
ham,happens r 2waxsto wat want come ill get medical insurance shell able deliver basic care im currently shopping right medical insurance give til friday morning thats ill see major person guide right insurance
spam,complimentary 4 star ibiza holiday 10000 cash needs urgent collection 09066364349 landline lose box434sk38wp150ppm18
spam,freemsg hey darling 3 weeks word back id like fun still tb ok xxx std chgs send 150 rcv
spam,win winner mr foley ipod exciting prizes soon keep eye ur mobile visit wwwwin82050couk
ham,forced eat slice im really hungry tho sucks mark getting worried knows im sick turn pizza lol
ham,thats cool sometimes slow gentle sonetimes rough hard
spam,well done 4 costa del sol holiday 5000 await collection call 09050090044 toclaim sae tcs pobox334 stockport sk38xh cost150pm max10mins
ham,thanks honey great day
spam,dear dave final notice collect 4 tenerife holiday 5000 cash award call 09061743806 landline tcs sae box326 cw25wx 150ppm
ham,hey kate
spam,orange customer may claim free camera phone upgrade loyalty call 0207 153 9996 offer ends 14thmarch tcs apply optout availa
spam,money r lucky winner 2 claim prize text money 2 88600 1million give away ppt150x3normal text rate box403 w1t1jy
spam,final chance claim ur 150 worth discount vouchers today text yes 85023 savamob member offers mobile cs savamob pobox84 m263uz 300 subs 16
ham,started skye
ham,know old dom told yesterday name roger got touch last night wants meet today 2 pm
spam,december mobile 11mths entitled update latest colour camera mobile free call mobile update co free 08002986906
spam,25p 4 alfie moons children need song ur mob tell ur m8s txt tone charity 8007 nokias poly charity polys zed 08701417012 profit 2 charity
ham,win really 1 side long time
spam,private 2004 account statement 07742676969 shows 786 unredeemed bonus points claim call 08719180248 identifier code 45239 expires
spam,sunshine quiz win super sony dvd recorder canname capital australia text mquiz 82277 b
spam,hi 2nights ur lucky night uve invited 2 xchat uks wildest chat txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yrs
spam,great news call freefone 08006344447 claim guaranteed 1000 cash 2000 gift speak live operator
ham,hello site download songs urgent pls
ham,wat r u busy wif work
spam,hi lucy hubby meetins day fri b alone hotel u fancy cumin pls leave msg 2day 09099726395 lucy x calls1minmobsmorelkpobox177hp51fl
ham,carlos says hell mu ltgt minutes
ham,sorry ill call later meeting thing related trade please call arul ltgt
ham,thank baby cant wait taste real thing
spam,4mths half price orange line rental latest camera phones 4 free phone 11mths call mobilesdirect free 08000938767 update or2stoptxt
ham,ill mu like ltgt seconds
ham,dare change ring
spam,tddnewsletteremc1couk games thedailydraw dear helen dozens free games great prizeswith
spam,hi ya babe x u 4goten bout scammers getting smartthough regular vodafone respond get prem rate msgsubscription nos used also beware
spam,sim subscriber selected receive bonus get delivered door txt word ok 88600 claim 150pmsg exp 30apr
spam,unique enough find 30th august wwwareyouuniquecouk
ham,know complain num onlybettr directly go bsnl offc nd apply
ham,thanks love torch bold
spam,free camera phones linerental 449month 750 cross ntwk mins 12 price txt bundle deals also avble call 08001950382 call2optoutj mf
ham,u wake already wat u u picking us later rite im taking sq825 reaching ard 7 smth 8 like dat u check e arrival time c ya soon
spam,call 08702490080 tells u 2 call 09066358152 claim 5000 prize u 2 enter ur mobile personal details prompts careful
ham,pic please resend
ham,thats ok popped ask bout something said youd around tonght wen girl comes
ham,know hook means right
ham,yar else ill thk sorts funny things
ham,thats going ruin thesis
ham,laid airtel line rest
spam,unsubscribed services get tons sexy babes hunks straight phone go httpgotbabescouk subscriptions
spam,guess ithis first time created web page wwwasjesuscom read wrote im waiting opinions want friend 11
ham,misplaced number sending texts old number wondering ive heard year best mcat got number atlanta friends
spam,xmas offer latest motorola sonyericsson nokia free bluetooth dvd double mins 1000 txt orange call mobileupd8 08000839402 call2optout4qf2
spam,mila age23 blonde new uk look sex uk guys u like fun text mtalk 6986618 30pptxt 1st 5free 150 increments help08718728876
ham,get cash together ill text jason
ham,love u 2 little pocy bell sorry love u
ham,sign maturity start saying big things actually start understanding small things nice evening bslvyl
spam,thanks ringtone order reference number x29 mobile charged 450 tone arrive please call customer services 09065989180
spam,1 new message please call 08718738034
ham,beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves goodmorning
ham,good afternoon love job prospects missing lazy bleak hmmm happy filled love
ham,watching surya movie 6 pm vijay movie pokkiri
spam,free ringtone waiting collected simply text password mix 85069 verify get usher britney fml
ham,erm ill pick 645pm thatll give enough time get park
spam,sms ac blind date 4u rodds1 21m aberdeen united kingdom check httpimg sms acwicmb3cktz8r74 blind dates send hide
spam,spook mob halloween collection logo pic message plus free eerie tone txt card spook 8007 zed 08701417012150p per logopic
spam,talk sexy make new friends fall love worlds discreet text dating service text vip 83110 see could meet
ham,guys planning coming
ham,nutter cutter ctter cttergg cttargg ctargg ctagg ie
ham,sad story man last week bday wife didnt wish parents forgot n kids went work even colleagues wish entered cabin pa said happy bday boss felt special askd 4 lunch lunch invited apartment went said u mind go bedroom minute ok sed sexy mood came 5 minuts latr wid caken wife parents kidz friends n colleagues screaming surprise waiting sofa naked
spam,new textbuddy chat 2 horny guys ur area 4 25p free 2 receive search postcode gaytextbuddycom txt one name 89693 08715500022 rpl stop 2 cnl
spam,great new offer double mins double txt best orange tariffs get latest camera phones 4 free call mobileupd8 free 08000839402 2stoptxt tcs
ham,ill meet library
spam,asked 3mobile 0870 chatlines inclu free mins india cust servs sed yes l8er got mega bill 3 dont giv shit bailiff due days 250 3 want 800
spam,want 2 get laid tonight want real dogging locations sent direct 2 ur mob join uks largest dogging network txting moan 69888nyt ec2a 31pmsg150p
ham,want tell bad feel basically times text lately need drugs
spam,hi 07734396839 ibh customer loyalty offer new nokia6600 mobile 10 txtauctiontxt wordstart no81151 get now4t
ham,jus reached home go bathe first sis using net tell u finishes k
ham,ugh cant u apologize admit u wrong ask take u back
ham,messageno responcewhat happend
ham,xy going 4 e lunch
ham,rose needs water season needs change poet needs imaginationmy phone needs ur sms need ur lovely frndship forever
spam,freemsgfav xmas tonesreply real
ham,well balls time make calls
spam,hi amy sending free phone number couple days give access adult parties
spam,guess somebody know secretly fancies wanna find give us call 09065394973 landline datebox1282essexcm61xn 150pmin 18
spam,urgent please call 09061743810 landline abta complimentary 4 tenerife holiday 5000 cash await collection sae tcs box 326 cw25wx 150 ppm
spam,hi sexychat girls waiting text text great night chatting send stop stop service
spam,forwarded 21870000hi mailbox messaging sms alert 40 matches please call back 09056242159 retrieve messages matches cc100pmin
ham,thank like well
ham,hahahause brain dear
spam,pls stop bootydelious 32f inviting friend reply yes434 no434 see wwwsmsacubootydelious stop send stop frnd 62468
ham,india win level series means record
spam,datingi two started sent text talk sport radio last week connection think coincidence
spam,urgent call 09066649731from landline complimentary 4 ibiza holiday 10000 cash await collection sae tcs po box 434 sk3 8wp 150ppm 18
ham,also hi wesley howve
spam,contract mobile 11 mnths latest motorola nokia etc free double mins text orange tariffs text yes callback remove records
spam,urgent trying contact u todays draw shows 800 prize guaranteed call 09050001808 land line claim m95 valid12hrs
ham,im home n ready
spam,freemsg txt call 86888 claim reward 3 hours talk time use phone subscribe6gbpmnth inc 3hrs 16 stoptxtstop
spam,bangbabes ur order way u receive service msg 2 download ur content u goto wap bangb tv ur mobile internetservice menu
ham,height recycling read twice people spend time earning money money spent spending time good morning keep smiling
ham,got call landline number asked come anna nagar go afternoon
ham,wewa 130 iriver 255 128 mb
ham,im work please call
ham,lol alright thinkin haha
spam,private 2003 account statement 07973788240 shows 800 unredeemed points call 08715203649 identifier code 40533 expires 311004
ham,jus ans lar ull noe later
spam,private 2003 account statement shows 800 unredeemed points call 08715203694 identifier code 40533 expires 311004
ham,another month need chocolate weed alcohol
ham,text get dont call phones problems
spam,1 polyphonic tone 4 ur mob every week txt pt2 87575 1st tone free get txtin tell ur friends 150ptone 16 reply hl 4info
spam,ur chance win 250 wkly shopping spree txt shop 80878 tscs wwwtxt2shopcom custcare 08715705022 1x150pwk
spam,want new video handset 750 anytime network mins half price line rental camcorder reply call 08000930705 delivery tomorrow
ham,juz go google n search 4 qet
spam,private 2003 account statement fone shows 800 unredeemed points call 08715203656 identifier code 42049 expires 261004
ham,always chat fact need money raise
spam,bought one ringtone getting texts costing 3 pound offering tones etc
ham,jus chillaxin
spam,u secret admirer looking 2 make contact ufind rreveal thinks ur specialcall 09058094599
ham,hex place talk explain
ham,course guess gods got hold right
spam,babe u want dont u baby im nasty thing 4 filthyguys fancy rude time sexy bitch go slo n hard txt xxx slo4msgs
ham,buy pizza meat lovers supreme u get pick
spam,important customer service announcement premier
spam,free entry 2 wkly comp win fa cup final tkts 21st may 2005 text fa 87121 receive entry questionstd txt ratetcs apply 08452810075over18s
ham,wishing family merry x mas happy new year advance
ham,fri ah okie lorgoin 4 drivin den go shoppin tt
spam,important information 4 orange user 0789xxxxxxx today lucky day2find log onto httpwwwurawinnercom theres fantastic surprise awaiting
ham,back brum thanks putting us keeping us happy see soon
spam,44 7732584351 want new nokia 3510i colour phone deliveredtomorrow 300 free minutes mobile 100 free texts free camcorder reply call 08000930705
ham,dont knw pa drink milk
spam,summers finally fancy chat flirt sexy singles yr area get matched reply summer free 2 join optout txt stop help08714742804
spam,wan2 win meetgreet westlife 4 u m8 currently tour 1unbreakable 2untamed 3unkempt text 12 3 83049 cost 50p std text
ham,draw vai dont think
spam,free ringtone text first 87131 poly text get 87131 true tone help 0845 2814032 16 1st free tones 3x150pw end txt stop
spam,msg mobile content order resent previous attempt failed due network error queries customersqueriesnetvisionukcom
ham,keep payasam rinu brings
spam,sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr 82277 150 sptyrone
spam,thesmszonecom lets send free anonymous masked messagesim sending message theredo see potential abuse
ham,u reckon need 2 arrange transport u cant thanks
spam,u secret admirer reveal thinks u r special call 09065174042 opt reply reveal stop 150 per msg recd cust care 07821230901
spam,dont know u u dont know send chat 86688 lets find 150pmsg rcvd hgsuite3422landsroww1j6hl ldn 18 years
spam,new mobiles 2004 must go txt nokia 89545 collect today 1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction
ham,printed oh ltgt come upstairs
spam,urgent trying contact last weekends draw shows u 1000 prize guaranteed call 09064017295 claim code k52 valid 12hrs 150p pm
ham,hey girl r u hope u r well del r bak long time c give call sum time lucyxx
spam,winner specially selected receive 1000 cash 2000 award speak live operator claim call 087147123779am7pm cost 10p
ham,tell rob mack gf theater
ham,yo game almost want go walmart soon
spam,u win 100 music gift vouchers every week starting txt word draw 87066 tscs wwwidewcom skillgame 1winaweek age16 150ppermesssubscription
spam,freemsg awarded free mini digital camera reply snap collect prize quizclub opt stop 80122300pwk sprwm ph08704050406
spam,december mobile 11mths entitled update latest colour camera mobile free call mobile update co free 08002986906
spam,loans purpose even bad credit tenants welcome call noworriesloanscom 08717111821
spam,important customer service announcement premier call freephone 0800 542 0578
spam,urgent mobile number awarded 2000 prize guaranteed call 09061790126 land line claim 3030 valid 12hrs 150ppm
spam,come takes little time child afraid dark become teenager wants stay night
